node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.808019,191.980802,1.018047,0.0
1,7,99999.808038,191.961608,1.00708,0.0
1,16,99999.808019,191.980802,1.28293,0.0
2,4,99999.808019,191.971205,1.506805,0.0
2,7,99999.808038,191.961608,1.230359,0.0
2,12,99999.808038,191.961608,1.066566,0.0
2,13,99999.808019,191.980802,1.683712,0.0
2,18,24999.808019,191.971205,1.180887,0.0
2,23,24999.808038,191.961608,1.190305,0.0
3,10,99999.808019,191.980802,1.61469,0.0
3,11,24999.808019,191.980802,1.615047,0.0
3,14,1549.808019,191.980802,1.64032,0.0
3,21,99999.808019,191.980802,1.400709,0.0
4,16,99999.808019,191.971205,1.378059,0.0
5,8,24999.808019,191.980802,1.543403,0.0
5,16,24999.808019,191.980802,1.457214,0.0
6,7,1549.808019,191.980802,1.578689,0.0
6,19,1549.808019,191.980802,1.306534,0.0
7,17,99999.808019,191.980802,1.085877,0.0
7,19,24999.808019,191.980802,0.948787,0.0
7,21,99999.808019,191.980802,1.262546,0.0
8,9,24999.808019,191.971205,1.634002,0.0
9,15,24999.808019,191.971205,1.298547,0.0
9,16,99999.808019,191.971205,1.721025,0.0
10,11,24999.808019,191.980802,1.186609,0.0
10,12,99999.808019,191.971205,1.319766,0.0
10,16,99999.808019,191.980802,1.377106,0.0
10,17,99999.808019,191.980802,1.411557,0.0
12,22,99999.808019,191.971205,1.666903,0.0
13,14,1549.808019,191.980802,1.702428,0.0
13,17,99999.808019,191.971205,1.084328,0.0
13,19,24999.856014,143.978404,1.345396,0.0
15,20,24999.808019,191.971205,1.214743,0.0
17,20,99999.856014,143.978404,1.367688,0.0
17,23,24999.808038,191.961608,1.307249,0.0
18,21,24999.808019,191.980802,1.050115,0.0
20,22,24999.808038,191.961608,1.020908,0.0
