node1,node2,free_bw,used_bw,delay,pkloss
1,3,99887.263961,112730.377425,1.033902,0.0
1,7,99647.70421,352242.712302,1.229048,0.072098
1,16,99623.865006,376116.106005,2.793908,0.0
2,4,99963.881857,36116.329389,0.807524,0.0
2,7,99851.301115,148683.947653,1.326561,0.203666
2,12,99987.832027,12166.750499,0.896573,0.0
2,13,99990.229008,9770.011146,0.686884,0.0
2,18,24720.815671,279170.308574,0.807405,0.105708
2,23,24999.807113,192.867908,0.88203,0.0
3,10,99913.612534,86383.128513,0.695944,0.0
3,11,24932.760145,67239.855364,1.862884,0.0
3,14,1548.610023,1389.976901,0.0,0.0
3,21,99907.665729,92334.270791,2.538681,0.0
4,16,99963.881857,36114.515683,1.023054,0.0
5,8,24998.609744,1390.116527,5.070329,0.0
5,16,24998.609744,1390.186333,0.991344,0.0
6,7,1534.286145,15710.698776,2.325177,0.0
6,19,1413.366814,136626.324856,1.828194,0.0
7,17,99847.723528,152268.823529,3.61681,0.0
7,19,24827.365883,172616.777231,3.134727,0.0
7,21,99818.983323,180998.495046,1.065016,0.0
8,9,24986.637204,13362.125279,0.841141,0.0
9,15,24997.412096,2587.644426,1.088619,0.0
9,16,99953.1137,46886.299719,0.662088,0.0
10,11,24999.807151,192.838849,1.778126,0.0
10,12,99718.477453,280966.216213,1.096249,0.109409
10,16,99693.368146,306064.018496,1.809955,0.112867
10,17,99957.898543,42097.228227,0.845075,0.0
12,22,99927.9566,72039.781185,2.200842,0.0
13,14,1549.807171,192.829165,0.0,0.0
13,17,99989.029536,10968.260788,3.006577,0.0
13,19,24989.03174,10967.158893,2.226114,0.0
15,20,24996.214587,3785.412899,1.814961,0.0
17,20,99989.029536,10969.913132,2.444148,0.0
17,23,24999.807113,192.877594,1.173019,0.0
18,21,24874.081366,125912.310096,0.846267,0.0
20,22,24998.609604,1390.325987,0.894547,0.0
