node1,node2,free_bw,used_bw,delay,pkloss
1,3,99775.846492,224142.30806,0.781417,0.0
1,7,99133.397321,866429.462858,1.12617,0.0
1,16,98204.541275,1795369.014625,1.279354,0.017044
2,4,99782.929121,216453.480348,1.176357,0.0
2,7,99868.76674,130657.117876,3.4554,0.224719
2,12,99856.810957,143174.731538,2.590537,0.0
2,13,99999.808096,191.894459,13.871908,0.0
2,18,24731.742129,267662.168915,1.732707,0.0
2,23,24977.171414,22235.046627,1.800299,1.204819
3,10,99981.940642,18059.358449,0.799775,0.0
3,11,24997.425545,2574.326694,0.878811,0.0
3,14,1547.425545,2574.326694,1.083255,0.0
3,21,99793.715771,206273.922466,0.850916,0.0
4,16,99782.929121,216442.695015,4.71735,0.0
5,8,24933.082767,66910.545396,1.481533,0.0
5,16,24933.089455,66910.544728,4.906416,0.0
6,7,1549.808038,191.923238,1.329184,0.0
6,19,1496.205656,53794.343959,1.129031,0.0
7,17,99256.371814,743106.70517,1.237154,0.04065
7,19,24944.987003,55002.001399,2.940536,0.0
7,21,99950.970321,48446.05337,4.086614,0.588235
8,9,24298.141115,701263.242055,3.804088,0.039526
9,15,24999.808058,191.913643,4.135132,0.0
9,16,97706.58405,2293415.950429,3.226161,0.0
10,11,24998.61683,1383.100988,1.122475,0.0
10,12,99971.208637,28787.046476,1.083255,0.0
10,16,99275.506696,723861.5216,0.998974,0.0
10,17,99244.457771,754908.831812,1.136541,0.0
12,22,99993.849845,6149.847569,1.385212,0.0
13,14,1548.61683,1383.170098,1.368284,0.0
13,17,99980.743703,19254.373006,1.118422,0.0
13,19,24998.61683,1383.100988,1.513004,0.0
15,20,24998.616415,1383.515773,1.536012,0.0
17,20,99997.42503,2574.841328,1.254201,0.0
17,23,24978.358492,21640.425905,2.318025,0.0
18,21,24856.83958,143153.266061,3.223062,0.0
20,22,24997.424773,2575.098722,2.034545,0.0
