node1,node2,free_bw,used_bw,delay,pkloss
1,3,94364.096819,5635307.061413,1.872659,0.0
1,7,98305.637127,1694193.436287,1.390696,0.0
1,16,98571.506301,1428422.266912,1.940966,0.0
2,4,99521.768177,478207.911591,1.170516,0.0
2,7,99283.344334,716619.832783,1.141191,0.0
2,12,99706.458583,293497.380951,1.079321,0.0
2,13,98790.757227,1208586.179375,0.874758,0.025221
2,18,24986.694669,13305.330533,0.923872,0.0
2,23,24998.615862,1384.138414,0.974178,0.0
3,10,98045.729146,1954270.854171,1.883507,0.0
3,11,21376.595319,3622989.726684,3.306031,0.0
3,14,1545.039008,4960.992198,4.449129,0.0
3,21,99584.915475,415063.76698,2.565026,0.0
4,16,98340.544,1659025.859572,0.860333,0.0
5,8,19339.625963,5658272.635825,4.361749,0.0
5,16,19358.69987,5641300.130013,1.191974,0.0
6,7,1478.273655,71719.172635,15.043974,0.0
6,19,1549.855971,144.021604,1.951814,0.0
7,17,98678.939894,1321060.106011,8.969665,0.0
7,19,24998.615723,1384.138428,2.324224,0.0
7,21,99794.742949,205236.525705,0.943303,0.0
8,9,21429.053811,3569753.95079,1.017451,0.0
9,15,24989.078908,10920.546055,1.114011,0.0
9,16,99968.809762,31188.67838,1.051188,0.0
10,11,21369.441888,3629961.992399,3.195643,0.0
10,12,99887.715086,112279.298035,2.82383,0.0
10,16,94374.19742,5624576.79278,3.694177,0.0
10,17,99874.622925,125370.805934,3.561497,0.0
12,22,99946.146459,53845.462577,2.397537,0.0
13,14,1525.960788,24039.211764,3.733754,0.0
13,17,98780.14803,1219255.85117,3.065586,0.024981
13,19,24997.423227,2576.515329,3.228307,0.0
15,20,24987.886789,12112.605661,3.347039,0.0
17,20,99892.517252,107482.748275,3.297687,0.0
17,23,24999.807962,192.028805,2.810359,0.0
18,21,24838.855771,161136.170829,0.905752,0.0
20,22,24879.40394,120596.059606,2.024293,0.0
