node1,node2,free_bw,used_bw,delay,pkloss
1,3,99486.107389,513866.921247,2.68209,0.0
1,7,99786.461354,213538.646135,0.810266,0.18622
1,16,99881.848,118140.187163,0.719309,0.133511
2,4,99933.056,66940.653135,3.470778,0.0
2,7,99793.612639,205801.680632,2.702713,0.0
2,12,99799.572043,199832.016798,3.168821,0.0
2,13,99927.10329,72896.710329,2.471805,0.0
2,18,24843.656,156336.183582,2.463102,0.0
2,23,24989.08,10920.0,2.157211,0.0
3,10,99854.413117,145586.882623,3.036141,0.0
3,11,24997.424258,2575.742426,2.080083,0.0
3,14,1547.424258,2575.613664,0.695586,0.0
3,21,99631.48,368501.575843,0.851035,0.0
4,16,99933.056,66940.653135,3.347993,0.0
5,8,24989.081092,10918.908109,0.568867,0.0
5,16,24989.08,10919.454055,1.819015,0.0
6,7,1539.081092,10918.908109,0.889421,0.0
6,19,1407.974203,142025.79742,0.803947,0.0
7,17,99950.936,49061.547045,1.149774,0.0
7,19,24756.664334,242739.726027,0.763059,0.153139
7,21,99663.69763,335706.429357,3.143311,0.096154
8,9,24998.616138,1383.861614,3.085375,0.0
9,15,24999.808,191.990401,3.495336,0.0
9,16,99962.856,37142.142986,3.08907,0.0
10,11,24934.254575,65742.138844,10.366678,0.0
10,12,99986.696,13303.334867,4.137278,0.0
10,16,99849.631037,150352.481552,0.859618,0.198807
10,17,99782.864,217125.144286,1.104951,0.0
12,22,99987.889211,12110.788921,0.771165,0.0
13,14,1547.424258,2575.742426,0.618935,0.0
13,17,99996.232377,3767.623238,0.553966,0.0
13,19,24916.368,83627.818818,0.880957,0.0
15,20,24997.424258,2575.742426,0.905037,0.0
17,20,99927.096,72900.355165,0.99051,0.0
17,23,24987.888,12111.394461,0.691414,0.0
18,21,24691.08,308904.555545,1.980305,0.229885
20,22,24940.213979,59786.021398,1.007318,0.0
