node1,node2,free_bw,used_bw,delay,pkloss
1,3,98197.341823,1802658.177477,2.438307,0.0
1,7,99622.526127,376787.075675,1.150489,0.0
1,16,99781.572139,218406.130905,1.741886,0.0
2,4,98933.426212,1066033.709505,1.905203,0.10917
2,7,99862.183736,137795.69397,1.395941,0.0
2,12,98940.543338,1058916.229267,1.966238,0.121951
2,13,99978.457558,21539.227384,1.607656,0.0
2,18,24811.205095,188794.904966,1.299381,0.0
2,23,24877.619427,122374.484057,1.868725,0.0
3,10,98792.750423,1206716.710626,1.934528,0.061576
3,11,24374.750249,624594.632884,1.644731,0.0
3,14,1549.808993,191.006765,2.084732,0.0
3,21,99820.712438,179278.643297,1.539946,0.0
4,16,98933.532338,1065980.646132,1.56486,0.10929
5,8,24412.646034,586644.256235,2.084374,0.0
5,16,24412.646034,587353.965569,0.797391,0.0
6,7,1499.979098,49417.972521,1.127124,0.0
6,19,1548.623023,1376.977415,2.327919,0.0
7,17,99792.205414,207784.246919,2.210736,0.0
7,19,24983.198965,16797.691978,2.364039,0.0
7,21,99906.081417,93904.564963,0.67997,0.0
8,9,24953.552239,46440.830761,0.970244,0.0
9,15,24999.808898,191.082804,0.892639,0.0
9,16,98819.669652,1180330.348259,1.91021,0.0
10,11,24372.315653,626966.613816,1.467109,0.0
10,12,98806.860326,1191597.70309,1.642227,0.220264
10,16,99311.820082,687450.150187,1.816511,0.0
10,17,99948.802866,51189.4942,1.749635,0.0
12,22,99996.249627,3750.186623,2.674937,0.0
13,14,1543.879825,6120.17509,2.406359,0.0
13,17,99993.877998,6120.784244,1.784563,0.0
13,19,24984.391603,15606.844564,13.877869,0.0
15,20,24998.622474,1377.457082,2.314091,0.0
17,20,99998.622611,1377.320001,1.043916,0.0
17,23,24877.619427,122374.484057,1.012087,0.0
18,21,24951.175241,48822.32959,0.566125,0.0
20,22,24999.808917,191.082803,3.228903,0.0
