node1,node2,free_bw,used_bw,delay,pkloss
1,3,98474.076739,1525923.261391,0.0,0.0
1,7,99765.148396,234839.870684,0.1266,0.0
1,16,97495.035971,2504618.732357,0.177264,0.012408
2,4,99815.158905,184841.095343,0.0,0.0
2,7,99860.427743,139565.282915,0.0,0.0
2,12,99991.469119,8530.881471,0.0,0.0
2,13,99904.505297,95485.161341,0.0,0.0
2,18,24992.708375,7291.625025,0.0,0.0
2,23,24996.233883,3765.740593,0.0,0.0
3,10,98478.840927,1521083.083179,0.0,0.0
3,11,24966.452129,33542.843621,0.013351,0.0
3,14,1458.097522,91902.478018,2.500772,0.0
3,21,99869.97102,130022.483462,0.0,0.0
4,16,99815.158905,184841.095343,0.0,0.0
5,8,23505.936438,1493839.653846,1.501441,0.0
5,16,23505.936438,1493467.919248,0.0,0.019924
6,7,1549.808134,191.865694,0.067472,0.0
6,19,1455.706006,94293.994204,0.065327,0.0
7,17,99945.008995,54988.25777,0.478506,0.0
7,19,24906.887867,93112.13272,0.0,0.0
7,21,99765.124925,234863.339416,0.0,0.0
8,9,24999.808115,191.856112,0.0,0.0
9,15,24999.808115,191.875282,0.0,0.0
9,16,97769.722167,2230277.833301,0.0,0.013344
10,11,24962.878273,37116.163712,0.0,0.0
10,12,99803.265714,196714.630261,0.0,0.0
10,16,98615.949645,1383662.19513,0.0,0.020986
10,17,99981.938837,18058.456564,0.0,0.0
12,22,99961.686988,38313.012193,0.0,0.0
13,14,1458.097522,91306.954436,0.0,0.0
13,17,99986.705306,13293.36544,0.0,0.0
13,19,24996.234636,3765.176127,0.0,0.0
15,20,24998.616968,1383.031878,0.0,0.0
17,20,99997.425802,2574.198061,0.0,0.0
17,23,24997.425802,2574.198061,0.0,0.0
18,21,24910.509694,89490.305816,0.0,0.0
20,22,24999.808115,191.875282,0.0,0.0
