node1,node2,free_bw,used_bw,delay,pkloss
1,3,92153.309324,7846298.224001,1.156688,0.003874
1,7,96768.195278,3231319.902699,1.032829,0.00934
1,16,99836.471294,162948.82666,1.203299,0.0
2,4,96815.976,3183587.157516,1.190186,0.0
2,7,99809.04981,190940.641574,1.014471,0.0
2,12,96784.662466,3214741.474147,1.212478,0.0
2,13,99960.456182,39537.885361,1.15931,0.0
2,18,24970.005001,29993.49975,1.134515,0.0
2,23,24985.50255,14497.449745,1.216888,0.0
3,10,91534.413766,8464989.995998,1.087904,0.0
3,11,24155.787579,843146.626788,1.763701,0.010001
3,14,449.151661,1100793.280401,0.866771,0.0
3,21,97250.231069,2749310.235648,1.118898,0.0
4,16,96942.328,3056785.589918,1.354337,0.010364
5,8,24291.76,706592.989196,1.158714,0.020691
5,16,21154.416,3844776.396879,1.008749,0.004951
6,7,1499.72389,50266.055222,0.935316,0.0
6,19,1410.288115,139704.897063,1.10209,0.0
7,17,99244.0044,755957.79978,0.897884,0.0
7,19,24329.635854,669634.072829,1.141906,0.046253
7,21,97438.2,2561588.206462,1.118183,0.0
8,9,22384.96749,2613970.836709,1.05679,0.022411
9,15,24985.504,13901.996199,0.963211,0.0
9,16,94742.702811,5257034.271714,1.242518,0.0
10,11,24139.09791,859838.800207,1.039505,0.02
10,12,96965.864586,3033398.238984,0.997066,0.010026
10,16,93285.121024,6714358.255405,0.934601,0.09542
10,17,99385.866587,613629.331721,1.001596,0.087566
12,22,99983.12,16880.0,1.210451,0.0
13,14,438.419368,1111580.632253,0.894189,0.0
13,17,99572.90116,427034.768303,0.978589,0.071276
13,19,24368.987595,630980.844874,1.084208,0.0
15,20,24971.19712,28801.440144,1.194477,0.0
17,20,99881.788179,118211.821182,0.818968,0.0
17,23,24987.886789,12112.605661,0.934958,0.0
18,21,24871.046209,128940.895379,1.088619,0.0
20,22,24908.062806,91937.193719,1.095891,0.0
