node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.808784,191.216014,1.153946,0.0
1,7,99999.808784,191.216014,1.490474,0.0
1,16,99999.808784,191.206494,1.371264,0.0
2,4,99999.808784,191.206494,1.521826,0.0
2,7,99999.808784,191.216014,1.39606,0.0
2,12,99999.808784,191.216014,1.203299,0.0
2,13,99999.808784,191.216014,1.244664,0.0
2,18,24999.808784,191.216014,1.338243,0.0
2,23,24999.808784,191.216014,1.766443,0.0
3,10,99999.808784,191.206494,1.909256,0.0
3,11,24999.808784,191.216014,1.566052,0.0
3,14,1549.808784,191.216014,1.477361,0.0
3,21,99999.808784,191.216014,1.538396,0.0
4,16,99999.808784,191.216014,1.637459,0.0
5,8,24999.808784,191.206494,1.072764,0.0
5,16,24999.808784,191.216014,1.945615,0.0
6,7,1549.808784,191.216014,1.204848,0.0
6,19,1549.808784,191.216014,1.618862,0.0
7,17,99999.808784,191.216014,1.278877,0.0
7,19,24999.808784,191.216014,0.968814,0.0
7,21,99999.808784,191.216014,1.709461,0.0
8,9,24999.808784,191.216014,1.241446,0.0
9,15,24999.808784,191.216014,1.297593,0.0
9,16,99999.808784,191.216014,1.457214,0.0
10,11,24999.808784,191.206494,4.660368,0.0
10,12,99999.808784,191.216014,1.286507,0.0
10,16,99999.808784,191.216014,1.792789,0.0
10,17,99999.808784,191.216014,1.472354,0.0
12,22,99999.856588,143.412011,7.696748,0.0
13,14,1549.808784,191.216014,0.984192,0.0
13,17,99999.808784,191.216014,1.125693,0.0
13,19,24999.808784,191.206494,0.976205,0.0
15,20,24999.808784,191.216014,1.003623,0.0
17,20,99999.808784,191.216014,1.542568,0.0
17,23,24999.808784,191.216014,1.559496,0.0
18,21,24999.808784,191.216014,1.448393,0.0
20,22,24999.856588,143.412011,1.395822,0.0
