node1,node2,free_bw,used_bw,delay,pkloss
1,3,97519.50405,2480495.950406,0.0,0.0
1,7,95610.54989,4389073.620133,0.0,0.032153
1,16,99488.491151,511508.849115,0.0,0.0
2,4,99924.719528,75276.708682,0.0,0.0
2,7,99803.147685,196842.474121,0.0,0.0
2,12,99666.081392,333901.915547,0.0,0.0
2,13,99949.749025,50250.974902,0.0,0.0
2,18,24666.081392,333901.915548,0.0,0.0
2,23,24968.867113,31131.330378,0.0,0.0
3,10,99673.232677,326767.323268,0.0,0.0
3,11,22848.463154,2151536.846315,0.838995,0.028686
3,14,1543.848615,6151.384862,0.5126,0.0
3,21,99993.848615,6151.384862,0.0,0.0
4,16,99924.719528,75276.708682,0.0,0.0
5,8,22858.976,2140809.940411,0.0,0.028994
5,16,22830.584942,2169306.60943,0.0,0.0
6,7,1434.184,115208.539892,0.115037,0.254453
6,19,1547.424258,2575.742426,0.023007,0.0
7,17,96032.036796,3967764.845189,0.0,0.006005
7,19,24984.313569,15685.647192,0.0,0.0
7,21,99735.210479,264776.284219,0.0,0.0
8,9,24798.36,201640.0,0.0,0.045177
9,15,21375.346465,3624472.338212,0.0,0.01257
9,16,99601.719828,398280.171983,0.0,0.0
10,11,22859.190081,2140809.919009,0.0,0.028994
10,12,99849.616,150368.964607,0.0,0.0
10,16,97361.912,2637956.108789,0.0,0.022635
10,17,99495.642436,503761.623837,0.0,0.11976
12,22,99914.0012,85998.80024,0.0,0.0
13,14,1545.04,4959.752025,0.0,0.0
13,17,99984.313569,15686.431357,0.0,0.0
13,19,24999.808019,191.980802,0.0,0.0
15,20,21372.085583,3627499.854292,0.0,0.01256
17,20,96349.077092,3650326.967302,0.0,0.0
17,23,24967.627237,32371.144409,0.0,0.0
18,21,24850.822918,149169.624929,0.0,0.0
20,22,24999.808019,191.971205,0.0,0.0
