node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.807866,192.124882,1.464486,0.0
1,7,99999.807885,192.028843,1.199603,0.0
1,16,99999.807885,192.028843,0.927687,0.0
2,4,99999.808058,191.932824,1.819372,0.0
2,7,99999.808058,191.932824,1.973748,0.0
2,12,99999.856043,143.956813,1.198888,0.0
2,13,99999.807866,192.038456,3.60322,0.0
2,18,24999.808058,191.942417,1.898408,0.0
2,23,24999.808058,191.932824,2.018571,0.0
3,10,99999.807866,192.124882,0.961661,0.0
3,11,24999.807885,192.01925,0.754833,0.0
3,14,1549.807885,192.115269,1.680613,0.0
3,21,99999.807885,192.028843,1.574039,0.0
4,16,99999.808058,191.942417,1.839399,0.0
5,8,24999.807866,192.038456,1.137257,0.0
5,16,24999.808058,191.942417,1.482844,0.0
6,7,1549.807885,192.028843,1.603127,0.0
6,19,1549.807885,192.115269,1.3237,0.0
7,17,99999.808058,191.932824,1.564145,0.0
7,19,24999.807885,192.028843,2.315521,0.0
7,21,99999.808058,191.942417,2.964854,0.0
8,9,24999.807866,192.028862,2.189517,0.0
9,15,24999.808077,191.923231,2.087712,0.0
9,16,99999.808058,191.942417,1.98102,0.0
10,11,24999.807885,192.01925,1.303792,0.0
10,12,99999.807866,192.038456,0.981808,0.0
10,16,99999.807866,192.038456,1.09899,0.0
10,17,99999.807885,192.01925,1.063466,0.0
12,22,99999.808058,191.942417,0.587463,0.0
13,14,1549.807885,192.115269,0.864983,0.0
13,17,99999.807866,192.028862,1.333356,0.0
13,19,24999.807866,192.124882,1.579762,0.0
15,20,24999.808077,191.923231,0.990868,0.0
17,20,99999.808077,191.923231,0.852227,0.0
17,23,24999.808058,191.932824,1.425505,0.0
18,21,24999.808058,191.932824,2.173543,0.0
20,22,24999.808058,191.942417,0.841141,0.0
