node1,node2,free_bw,used_bw,delay,pkloss
1,3,98567.841418,1432158.581531,0.0,0.0
1,7,99125.817892,874095.038059,0.0,0.034305
1,16,99871.572866,128414.343903,0.0,0.0
2,4,99827.657371,172334.047537,0.133753,0.0
2,7,99263.713147,736286.85259,1.469851,0.0
2,12,99418.055777,581944.223108,0.977397,0.0
2,13,99866.796852,133183.247482,2.203345,0.0
2,18,24869.211155,130782.331881,0.813007,0.0
2,23,24997.434263,2565.609289,3.559351,0.0
3,10,98755.321777,1244616.230612,0.0,0.0
3,11,24999.808727,191.254111,0.0,0.0
3,14,1539.120255,10878.661196,0.0,0.0
3,21,99811.046025,188944.5639,0.0,0.0
4,16,99827.657371,172334.047537,3.653049,0.0
5,8,24998.621239,1378.623383,0.0,0.0
5,16,24998.621514,1378.486056,0.230193,0.0
6,7,1499.939237,50058.269958,0.0,0.0
6,19,1548.621377,1354.716605,0.0,9.090909
7,17,99746.924303,253075.697211,0.0,0.0
7,19,24995.059269,4940.485096,0.0,0.0
7,21,99839.513896,160478.111858,1.691937,0.0
8,9,24365.816733,633652.701408,0.922561,0.04686
9,15,24998.621514,1378.486056,3.746271,0.0
9,16,98233.179283,1766820.717131,3.026247,0.0
10,11,24996.246264,3753.361926,0.0,0.0
10,12,99227.941821,771981.280695,0.0,0.154083
10,16,98283.937039,1715915.942526,0.0,0.034112
10,17,99916.684599,83307.103128,0.0,0.0
12,22,99996.247012,3752.988048,0.0,0.0
13,14,1545.058284,4941.469502,0.0,0.0
13,17,99865.622634,134363.981809,0.0,0.0
13,19,24995.058777,4940.97725,0.0,0.0
15,20,24999.808765,191.23506,0.783801,0.0
17,20,99998.621514,1378.486056,0.0,0.0
17,23,24998.621514,1378.417413,0.0,0.0
18,21,24989.123506,10876.494024,1.215219,0.0
20,22,24999.808765,191.23506,0.388145,0.0
