node1,node2,free_bw,used_bw,delay,pkloss
1,3,98795.647129,1203816.927435,1.048803,0.024172
1,7,98916.063213,1082798.642753,1.360893,0.028604
1,16,99878.19964,121800.360072,0.991225,0.0
2,4,98695.547109,1304452.890578,1.145244,0.023691
2,7,99882.956887,117037.259608,1.307368,0.0
2,12,98761.072214,1238393.571682,1.745582,0.183486
2,13,99825.741148,173671.388474,2.617836,0.0
2,18,24860.316063,139683.936787,12.748837,0.0
2,23,24868.696609,131296.824534,0.955939,0.0
3,10,98888.641728,1110762.152431,1.1971,0.0
3,11,24904.428886,95571.114223,1.200914,0.0
3,14,1545.039008,4960.992198,1.174808,0.0
3,21,99997.423485,2576.515303,1.254439,0.0
4,16,98695.368611,1304566.144799,2.744913,0.02368
5,8,24366.729346,633270.654131,0.867486,0.0
5,16,24366.729346,633270.654131,1.702428,0.0
6,7,1499.728919,50268.567268,1.073599,0.0
6,19,1549.807942,192.048012,1.257658,0.0
7,17,99062.708542,936099.219844,1.415133,0.068353
7,19,24996.230869,3768.942245,1.054287,0.0
7,21,99961.652496,38345.586493,1.311541,0.0
8,9,24999.807942,192.048012,0.968337,0.0
9,15,24998.615585,1384.415325,1.166224,0.0
9,16,98865.875763,1134067.519716,2.404213,0.026233
10,11,24906.813363,93186.637327,1.160145,0.0
10,12,98888.641728,1110817.677389,1.037478,0.026817
10,16,99296.387277,703612.722545,1.377702,0.0
10,17,99314.270854,685729.145829,1.420259,0.0
12,22,99996.230869,3768.942245,1.316667,0.0
13,14,1539.077816,10922.184437,1.181006,0.0
13,17,99835.279056,164124.824965,1.255751,0.0
13,19,24997.423227,2576.644167,0.994802,0.0
15,20,24999.807942,192.048012,1.042247,0.0
17,20,99998.615723,1384.276855,1.153588,0.0
17,23,24868.661732,131338.267654,1.037359,0.0
18,21,24999.807962,192.038408,0.869751,0.0
20,22,24999.807962,192.038408,1.092672,0.0
