node1,node2,free_bw,used_bw,delay,pkloss
1,3,99462.679797,537293.481212,2.639174,0.0
1,7,99316.904715,682604.254012,1.078367,0.0
1,16,98789.072821,1210806.736342,2.997279,0.026069
2,4,99865.796438,134196.886369,1.925111,0.0
2,7,99973.662322,26336.367771,1.821399,0.0
2,12,99995.064677,4934.832404,1.619458,0.0
2,13,99989.13649,10862.969437,2.031088,0.0
2,18,24763.828094,235578.989256,2.39718,0.15674
2,23,24865.754079,133666.244187,2.948642,0.229358
3,10,99000.250671,999749.328559,3.717303,0.0
3,11,24999.809012,190.987765,2.097249,0.0
3,14,1549.809012,190.987765,3.274083,0.0
3,21,99378.493982,621475.109709,2.617359,0.0
4,16,99865.796438,134196.886369,1.650333,0.054142
5,8,24999.753258,246.717074,2.231479,0.0
5,16,24999.808974,191.016267,1.850247,0.0
6,7,1548.567164,1432.622029,1.039147,0.0
6,19,1501.194668,48802.904582,2.297282,0.0
7,17,99949.99403,50000.995421,1.480818,0.0
7,19,24951.1801,48812.61612,1.061797,0.0
7,21,99404.579727,594916.106427,0.923753,0.178571
8,9,24366.636825,633363.175172,0.764489,0.0
9,15,24999.808955,191.01627,0.814676,0.0
9,16,98232.916832,1766995.279178,2.559781,0.016821
10,11,24997.437581,2562.419178,1.790166,0.0
10,12,99804.107463,195853.569234,1.576662,0.0
10,16,99307.351039,692648.960509,1.689196,0.0
10,17,99779.287846,220141.194573,1.422405,0.172712
12,22,99997.429112,2570.888469,0.904679,0.0
13,14,1545.066149,4933.850592,2.154231,0.0
13,17,99993.926972,6072.423458,1.086473,0.0
13,19,24998.623297,1376.635006,1.12474,0.0
15,20,24998.622886,1377.045922,1.052618,0.0
17,20,99998.567307,1432.693264,0.954628,0.0
17,23,24866.969154,133024.22798,0.99194,0.0
18,21,24903.756466,96238.746819,0.816345,0.0
20,22,24999.808974,191.025769,0.950456,0.0
