node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.856043,143.956813,1.426458,0.0
1,7,99999.808058,191.932824,1.334786,0.0
1,16,99999.808058,191.932824,1.385212,0.0
2,4,99999.808058,191.932824,2.845049,0.0
2,7,99999.808058,191.932824,12.616396,0.0
2,12,99999.808077,191.923231,1.835942,0.0
2,13,99999.808058,191.942417,2.577424,0.0
2,18,24999.808058,191.932824,1.483798,0.0
2,23,24999.808058,191.932824,1.617193,0.0
3,10,99999.856043,143.956813,1.335144,0.0
3,11,24999.808058,191.942417,1.502037,0.0
3,14,1549.808058,191.942417,1.642466,0.0
3,21,99999.808058,191.942417,1.502633,0.0
4,16,99999.808058,191.942417,1.893163,0.0
5,8,24999.808058,191.942417,1.797915,0.0
5,16,24999.808058,191.942417,1.712322,0.0
6,7,1549.808058,191.932824,1.525521,0.0
6,19,1549.808058,191.942417,1.21069,0.0
7,17,99999.808058,191.942417,1.343608,0.0
7,19,24999.808058,191.932824,1.251578,0.0
7,21,99999.808058,191.932824,2.116203,0.0
8,9,24999.808058,191.942417,2.027273,0.0
9,15,24999.808058,191.942417,1.745105,0.0
9,16,99999.808058,191.942417,2.140284,12.5
10,11,24999.808058,191.942417,1.164436,0.0
10,12,99999.808038,191.942419,1.375675,0.0
10,16,99999.808058,191.942417,1.311183,0.0
10,17,99999.808058,191.942417,1.226425,0.0
12,22,99999.808058,191.942417,0.302434,0.0
13,14,1549.808058,191.942417,1.397967,0.0
13,17,99999.808058,191.932824,1.311183,0.0
13,19,24999.808058,191.942417,0.931144,0.0
15,20,24999.808058,191.942417,1.366258,0.0
17,20,99999.808058,191.942417,1.0463,0.0
17,23,24999.808058,191.932824,1.186728,0.0
18,21,24999.808058,191.942417,90.630054,0.0
20,22,24999.808058,191.932824,0.799417,0.0
