node1,node2,free_bw,used_bw,delay,pkloss
1,3,99600.567886,399432.113578,2.282381,0.0
1,7,97433.945211,2565587.138547,2.833366,0.033278
1,16,92880.70393,7118940.176769,1.71411,0.0
2,4,99961.667833,38332.166783,2.341747,0.0
2,7,98091.606839,1907797.220277,2.195954,0.062228
2,12,98065.385461,1934517.82716,0.88346,0.0
2,13,99972.39752,27602.479504,1.032829,0.0
2,18,24857.974203,142018.69755,0.978708,0.0
2,23,24990.273945,9726.054789,0.888467,0.0
3,10,99542.171566,457828.434313,1.764774,0.065789
3,11,24888.963104,111031.345576,1.779079,0.0
3,14,1546.232753,3767.246551,2.240062,0.0
3,21,99419.420116,580579.884023,2.063632,0.19084
4,16,99961.667833,38332.166783,1.033425,0.0
5,8,22913.033393,2086475.00417,2.038717,0.0
5,16,20238.244176,4761517.784232,0.890851,0.006276
6,7,1549.808019,191.971205,2.382636,0.0
6,19,1427.044296,122949.557874,2.563238,0.0
7,17,99346.657334,653342.665733,2.740502,0.014661
7,19,24854.39856,145601.439856,2.044797,0.0
7,21,99430.088991,569315.068494,1.039505,0.083126
8,9,24818.642136,181348.798134,0.923753,0.0
9,15,24999.808019,191.980802,0.958681,0.0
9,16,95620.837916,4379162.08379,0.94831,0.0
10,11,24871.09778,128902.219556,2.052546,0.0
10,12,97919.20024,2079219.998026,2.231717,0.147059
10,16,97360.055989,2639348.130374,1.281619,0.138504
10,17,99551.660834,447698.524359,1.797557,0.01662
12,22,99992.656734,7343.265673,3.197551,0.0
13,14,1547.424515,2575.484903,4.920006,0.0
13,17,99999.808038,191.961608,3.752828,0.0
13,19,24985.506899,14493.10138,2.725124,0.0
15,20,24996.232377,3767.434894,1.562834,0.0
17,20,99925.911409,74084.887452,3.2022,0.0
17,23,24990.272973,9727.027297,1.851797,0.0
18,21,24705.413459,294571.814964,1.016378,0.0
20,22,24960.475952,39524.047595,2.052784,0.0
