node1,node2,free_bw,used_bw,delay,pkloss
1,3,98396.91721,1603082.789764,0.746846,0.0
1,7,99331.138986,668827.456402,1.016021,0.0
1,16,97432.790768,2567080.433937,1.001716,0.007955
2,4,99837.125941,162865.887721,0.998497,0.0
2,7,99709.133969,290836.848202,1.164436,0.0
2,12,99991.434879,8565.121413,0.953794,0.0
2,13,99998.611139,1388.791334,1.09899,0.0
2,18,24877.796287,122197.581964,1.15788,0.0
2,23,24981.866346,18132.74474,0.921965,0.0
3,10,98255.767185,1743634.721525,0.620127,0.041824
3,11,24966.314099,33685.900652,0.742078,0.0
3,14,1549.807326,192.67436,0.655293,0.0
3,21,99814.398394,185592.293879,0.582695,0.0
4,16,99837.125941,162865.887721,1.055717,0.0
5,8,24840.714501,159277.507801,1.139879,0.0
5,16,24840.778647,159221.352599,1.029253,0.0
6,7,1548.611139,1388.791334,0.979662,0.0
6,19,1480.4285,69571.500251,0.974774,0.0
7,17,99867.043949,132956.050572,1.233697,0.0
7,19,24929.232313,70764.136448,0.942588,0.408163
7,21,99766.599097,233389.193302,0.946045,0.0
8,9,23424.429503,1575570.496739,1.031399,0.0
9,15,23500.985449,1498266.179849,0.871658,0.082919
9,16,97384.943302,2614925.499533,1.035094,0.0
10,11,24969.902659,30097.340692,0.83375,0.0
10,12,99771.335675,228641.382996,0.958562,0.0
10,16,99707.937782,292047.564831,0.898242,0.465116
10,17,98424.271377,1575570.512605,1.176238,0.0777
12,22,99957.945013,42054.986956,0.854611,0.0
13,14,1548.611139,1388.861014,1.025677,0.0
13,17,99984.256899,15742.311012,1.038671,0.0
13,19,24999.807326,192.664694,0.94676,0.0
15,20,23498.743729,1501180.959981,0.803351,0.0
17,20,98486.783062,1512618.904274,1.030326,0.081235
17,23,24983.062412,16937.587799,0.932932,0.0
18,21,24985.454545,14545.454545,0.895262,0.0
20,22,24992.630945,7369.054786,1.108289,0.0
