node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.808746,191.244584,0.748754,0.0
1,7,99999.808746,191.254109,1.964569,0.0
1,16,99999.808746,191.254109,0.895023,0.0
2,4,99999.808727,191.263635,1.037478,0.0
2,7,99999.808746,191.254109,1.151085,0.0
2,12,99999.808746,191.254109,1.013279,0.0
2,13,99999.808746,191.254109,0.972986,0.0
2,18,24999.808746,191.254109,1.389265,0.0
2,23,24999.808746,191.254109,0.880957,0.0
3,10,99999.808746,191.254109,6.105542,0.0
3,11,24999.808746,191.244584,2.247095,0.0
3,14,1549.808765,191.23506,2.154112,0.0
3,21,99999.808746,191.244584,2.129912,0.0
4,16,99999.808727,191.263635,1.095057,0.0
5,8,24999.808727,191.263635,2.358198,0.0
5,16,24999.808746,191.254109,1.885533,0.0
6,7,1549.808746,191.254109,2.370238,0.0
6,19,1549.808746,191.254109,2.153993,0.0
7,17,99999.808727,191.263635,2.160907,0.0
7,19,24999.752963,247.024255,2.588868,0.0
7,21,99999.808746,191.254109,1.316309,0.0
8,9,24999.752963,247.036557,0.935078,0.0
9,15,24999.808727,191.263635,1.265049,0.0
9,16,99999.808746,191.254109,1.554966,0.0
10,11,24999.808746,191.244584,1.441479,0.0
10,12,99999.856559,143.440582,0.83065,0.0
10,16,99999.808746,191.254109,1.307607,0.0
10,17,99999.856559,143.440582,1.208425,0.0
12,22,99999.752963,247.036557,1.613736,0.0
13,14,1549.808746,191.244584,3.023028,0.0
13,17,99999.808746,191.254109,2.842665,0.0
13,19,24999.808746,191.254109,2.034664,0.0
15,20,24999.808727,191.263635,1.693368,0.0
17,20,99999.808746,191.254109,2.140284,0.0
17,23,24999.808746,191.254109,2.392173,0.0
18,21,24999.808746,191.254109,0.741363,0.0
20,22,24999.808746,191.254109,1.724482,0.0
