node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.807287,192.703368,1.533031,0.0
1,7,99999.807287,192.713038,0.94521,0.0
1,16,99999.807287,192.703368,1.531959,0.0
2,4,99999.807287,192.703368,1.202345,0.0
2,7,99999.807287,192.713038,1.369953,0.0
2,12,99999.807287,192.713038,9.789109,0.0
2,13,99999.807287,192.713038,1.729012,0.0
2,18,24999.855465,144.534779,27.434587,0.0
2,23,24999.855465,144.534779,1.450062,0.0
3,10,99999.807287,192.713038,1.44434,0.0
3,11,24999.807287,192.713038,1.746655,0.0
3,14,1549.807287,192.713038,1.214147,0.0
3,21,99999.807287,192.713038,1.713872,0.0
4,16,99999.807287,192.703368,2.580404,0.0
5,8,24999.807287,192.703368,0.937939,0.0
5,16,24999.807287,192.713038,2.14982,0.0
6,7,1549.807287,192.713038,1.494765,0.0
6,19,1549.807287,192.713038,1.630664,0.0
7,17,99999.807306,192.693697,1.471281,0.0
7,19,24999.807287,192.713038,92.431188,0.0
7,21,99999.807287,192.713038,2.183914,0.0
8,9,24999.807287,192.703368,2.219915,0.0
9,15,24999.807287,192.713038,2.388597,0.0
9,16,99999.807287,192.713038,3.10564,0.0
10,11,24999.807287,192.713038,1.269221,0.0
10,12,99999.807287,192.703368,1.403213,0.0
10,16,99999.807287,192.713038,2.142787,0.0
10,17,99999.807306,192.693697,1.460314,0.0
12,22,99999.807287,192.713038,0.884175,0.0
13,14,1549.807287,192.713038,1.397729,0.0
13,17,99999.807287,192.703368,1.641989,0.0
13,19,24999.807287,192.713038,0.968099,0.0
15,20,24999.807287,192.703368,1.108527,0.0
17,20,99999.807287,192.703368,1.409888,0.0
17,23,24999.807287,192.713038,1.69754,0.0
18,21,24999.807287,192.713038,2.553582,0.0
20,22,24999.807287,192.713038,1.173973,0.0
