node1,node2,free_bw,used_bw,delay,pkloss
1,3,97746.855208,2252551.284605,0.733256,0.0
1,7,98459.111731,1540734.855463,0.74923,0.0
1,16,94864.783908,5134111.431311,1.163244,0.01188
2,4,99547.646356,452353.643967,0.939727,0.0
2,7,98570.927917,1428478.693747,0.838637,0.068306
2,12,99805.17722,194822.779769,0.977993,0.0
2,13,99891.79048,108198.746468,0.897288,0.0
2,18,24648.522501,351477.499004,1.240849,0.0
2,23,24932.162485,67837.514934,1.047611,0.0
3,10,97863.182633,2136817.367058,0.828743,0.0
3,11,24999.808803,191.177937,0.81563,0.0
3,14,1463.156742,86843.258315,2.560735,0.0
3,21,99748.161721,251800.672715,1.984358,0.0
4,16,98365.615293,1634303.354142,0.972152,0.0
5,8,24797.996216,201973.616654,4.259944,0.0
5,16,24776.694544,223305.455994,1.052856,0.0
6,7,1478.63573,71357.164901,0.709176,0.0
6,19,1549.808803,191.196973,4.017711,0.0
7,17,99942.843489,57156.51135,2.83289,0.0
7,19,24843.154122,156267.989855,4.195809,0.0
7,21,99875.197133,124203.32518,0.90158,0.223214
8,9,23113.454835,1886263.422715,0.955582,0.031456
9,15,22912.266029,2087140.581442,1.045346,0.028531
9,16,96649.53405,3350465.949821,0.991702,0.0
10,11,24992.686716,7312.556082,0.981212,0.0
10,12,99749.323773,250638.790755,0.865817,0.0
10,16,99584.353714,415604.903055,1.988292,0.0
10,17,98103.957773,1895759.066442,0.923872,0.01553
12,22,99789.749104,210250.896057,3.248692,0.0
13,14,1442.977495,107022.505477,3.326178,0.0
13,17,99986.750324,13247.697582,3.758907,0.0
13,19,24844.309898,155690.101573,2.454996,0.0
15,20,22914.639586,2085360.414178,3.388524,0.014267
17,20,98054.679411,1945320.589406,3.667951,0.0
17,23,24933.349263,66650.736758,2.614617,0.0
18,21,24819.418558,180581.441657,1.092315,0.0
20,22,24744.651533,255348.466746,1.557946,0.0
