node1,node2,free_bw,used_bw,delay,pkloss
1,3,97530.971611,2468432.626949,2.701402,0.0
1,7,99453.981204,544772.692803,1.08242,0.095283
1,16,95813.14937,4186641.350122,2.789259,0.0
2,4,99903.275345,96719.820287,2.444386,0.0
2,7,99666.114777,333868.533701,2.116561,0.0
2,12,99554.089182,445888.528982,2.034187,0.0
2,13,99991.46656,8533.013467,2.199531,11.111111
2,18,24987.890422,12108.972787,3.088474,0.0
2,23,24971.208637,28791.362591,3.053427,0.0
3,10,99968.828469,31171.531387,2.254963,0.0
3,11,23024.064781,1975339.398181,2.032876,0.059067
3,14,1548.616553,1383.446621,3.015161,0.0
3,21,99538.642407,460761.771469,1.816869,0.0
4,16,99903.275345,96719.820287,2.602935,0.0
5,8,23036.177529,1963422.933167,1.795769,0.05531
5,16,23008.374325,1991526.123448,1.0885,0.052576
6,7,1402.029594,147367.188364,0.987172,0.0
6,19,1515.250425,34749.575127,2.175689,0.0
7,17,99712.622213,286796.271856,1.54233,0.0
7,19,24985.508347,14491.652504,2.424121,0.0
7,21,99807.934413,192055.986483,1.184344,0.255102
8,9,24620.86574,378538.438469,1.122832,0.0
9,15,24999.808058,191.942417,0.986338,0.0
9,16,95801.231754,4198558.370903,1.88148,0.0
10,11,23036.177529,1963324.811432,2.496123,0.060423
10,12,99735.236953,264736.581672,2.138734,0.0
10,16,97783.57457,2215940.39661,1.83475,0.0
10,17,99530.253949,469699.094967,2.054691,0.0
12,22,99916.384723,83615.276945,2.484202,0.0
13,14,1549.808077,191.923231,2.595544,0.0
13,17,99996.23313,3766.869939,1.964688,11.111111
13,19,24967.63371,32364.672446,2.118945,0.0
15,20,24996.23313,3766.869939,1.972914,0.0
17,20,99972.40028,27599.720084,1.238346,0.0
17,23,24972.448266,27551.73448,0.908852,0.0
18,21,24801.995401,198004.59862,0.978708,0.0
20,22,24998.616277,1383.65409,2.193451,0.0
