node1,node2,free_bw,used_bw,delay,pkloss
1,3,99999.808746,191.254109,0.0,0.0
1,7,99999.808746,191.254109,0.097156,0.0
1,16,99999.856559,143.440582,0.0,0.0
2,4,99999.808746,191.254109,1.513124,0.0
2,7,99999.808746,191.254109,1.28901,0.0
2,12,99999.808746,191.254109,0.847578,0.0
2,13,99999.808746,191.254109,0.77939,0.0
2,18,24999.808746,191.254109,0.785232,0.0
2,23,24999.808727,191.263635,0.568867,0.0
3,10,99999.808746,191.254109,0.706673,0.0
3,11,24999.808746,191.254109,0.0,0.0
3,14,1549.808746,191.254109,0.311017,0.0
3,21,99999.808746,191.254109,0.115037,0.0
4,16,99999.808746,191.254109,1.507044,0.0
5,8,24999.808746,191.244584,1.656055,0.0
5,16,24999.808746,191.254109,1.15025,0.0
6,7,1549.808746,191.254109,0.262499,0.0
6,19,1549.808746,191.244584,0.392437,0.0
7,17,99999.808727,191.263635,0.0,0.0
7,19,24999.808746,191.254109,0.049233,0.0
7,21,99999.808746,191.254109,0.953317,0.0
8,9,24999.808746,191.254109,2.263904,0.0
9,15,24999.808727,191.263635,1.25885,0.0
9,16,99999.808746,191.254109,1.674533,0.0
10,11,24999.808746,167.347345,0.679731,0.0
10,12,99999.808746,191.254109,0.919342,0.0
10,16,99999.808746,167.347345,1.11568,14.285714
10,17,99999.808727,191.263635,0.0,0.0
12,22,99999.808746,191.254109,0.0,0.0
13,14,1549.808746,191.254109,0.138998,0.0
13,17,99999.808746,191.254109,0.0,0.0
13,19,24999.808746,191.254109,0.0,0.0
15,20,24999.808727,191.273162,0.806093,0.0
17,20,99999.808727,191.273162,0.0,0.0
17,23,24999.808727,191.263635,0.0,0.0
18,21,24999.808746,191.254109,0.700831,0.0
20,22,24999.808746,191.254109,0.0,0.0
